name,ID,ALIGN,SEX,ALIVE,Universe
Ned Hardy (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Ned Ralston (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Neil Shelton (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Nell Hardy (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Orville Bock (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Pasco (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Paul Vance (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Phyllis Dennefer (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Positron (Annie) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Rana Mousabi (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Robert Dolan (Earth-616),Public Identity,Good,Male,Living,Marvel
Ronnie (Mutant) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Roy Dennefer (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Samaya (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Sarah Purser (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Sean Beckett (Earth-616),Secret Identity,Good,Male,Living,Marvel
Senator Dickerson (Earth-616),Public Identity,Good,Male,Living,Marvel
Sergeant Davis (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Sonya van Jagt (Earth-616),Secret Identity,Good,Female,Living,Marvel
Spa-fon and Squa-tront (Earth-616),Secret Identity,Good,Male,Living,Marvel
Steve Cochrane (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tarq Maru (Earth-616),Public Identity,Good,Male,Living,Marvel
Theodore Pendleton (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tin (Horse) (Earth-616),Public Identity,Good,Unknown,Living,Marvel
Tiv (Earth-616),Public Identity,Good,Female,Living,Marvel
Veil (Corporation) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Abbas al-Abbad (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Adamantine (Earth-616),Secret Identity,Good,Male,Living,Marvel
Akira Kiamata (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Alan Spaulding (Earth-616),Public Identity,Bad,Male,Living,Marvel
Beefcake (LMD) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Bei-Ming Tian (Earth-616),Secret Identity,Good,Male,Living,Marvel
Bill Price (Earth-616),Secret Identity,Good,Male,Living,Marvel
Bird-Man (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Conrad (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Deko (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Detective Fant\u00f4me (Earth-616),Secret Identity,Good,Male,Living,Marvel
Devil Dinosaur (Clone) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dimitri Kantov (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Dimitri Smirkov (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Docteur Q (Earth-616),Secret Identity,Good,Male,Living,Marvel
Doctor Locke (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Elsbeth Kleinenshvitz (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Father Spider (Earth-616),Secret Identity,Good,Male,Living,Marvel
Foot of Doom (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Govan (Earth-616),Secret Identity,Good,Male,Living,Marvel
Grasshopper (Unnamed) (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Hademar Zemo (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Harley Cooper (Earth-616),Secret Identity,Good,Female,Living,Marvel
Helmuth Zemo (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Herbert Zemo (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Horst Brandauer (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Infinity T.A.P. (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Insecticide (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Janet Grant (Earth-616),Secret Identity,Good,Female,Living,Marvel
Karen Trudeaux (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Kwai Jun-Fau (Earth-616),Secret Identity,Good,Male,Living,Marvel
La Lumi\u00e8re Bleue (Earth-616),Secret Identity,Good,Male,Living,Marvel
Le Cowboy (Earth-616),Secret Identity,Good,Male,Living,Marvel
Le Vent (Earth-616),Secret Identity,Good,Male,Living,Marvel
Lightstorm (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Longlegs Secundus (Earth-616),Secret Identity,Good,Male,Living,Marvel
Michele Michaels (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Mike Williams (Earth-616),Public Identity,Good,Male,Living,Marvel
Nurotox (Earth-616),Secret Identity,Good,Male,Living,Marvel
Pseter Psarker (Earth-616),Public Identity,Good,Male,Living,Marvel
Red Dragon (SHE) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Ricky (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Roberto Ferrar (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Scarlet Spider (Criminal) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Scorpion Queen (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Shira Myles (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Simon Strange (Earth-616),Public Identity,Good,Male,Living,Marvel
Slag (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Slough (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Spider-Mech (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tamara Sims (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Tenta-Clone (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Timoran (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Tony Stark 2.0 (Earth-616),Secret Identity,Good,A-Gender,Living,Marvel
Vayle (Earth-616),Public Identity,Good,Male,Living,Marvel
Vision (Onslaught Reborn) (Earth-616),Public Identity,Good,Male,Living,Marvel
Alarr (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Andre Mexer (Earth-616),Secret Identity,Good,Male,Living,Marvel
Andr\u00e9 Gerard (Skrull) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Anitun (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Castor (Earth-616),Public Identity,Good,Male,Living,Marvel
Ch-Gra (Earth-616),Public Identity,Bad,Male,Living,Marvel
Dalx (Earth-616),Public Identity,Bad,Male,Living,Marvel
David Gonzales (Earth-616),Secret Identity,Good,Male,Living,Marvel
Denny Drake (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dharr (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dray (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dzirot (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Ernst Fleisher (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Feng Po-po (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Fighter One (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Galfrax (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Great Mongoose (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Harold Hogan (Earth-20051),Public Identity,Good,Male,Living,Marvel
Inhumans (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Karl Reifschneider (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kingii (Earth-616),Secret Identity,Good,Male,Living,Marvel
Krakoa II (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Kuhrra Daizonest (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Lady Shadra (Earth-616),Secret Identity,Good,Female,Living,Marvel
M.O.D.O.G. (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Magnitude (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Matthew Murdock (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Mercedes (Hellfire Club) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Mighty Mother (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Mr. Abbott (Earth-616),Secret Identity,Good,Male,Living,Marvel
Mrs. Abbott (Earth-616),Secret Identity,Good,Female,Living,Marvel
Reed Richards (Skrull) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Robert Bruce Banner (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Roc (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Selma Schaub (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Sharon Ventura (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Skrull (Heavy Hitters) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Squire Gulo (Earth-616),Secret Identity,Good,Male,Living,Marvel
Ssrov (Earth-616),Public Identity,Bad,Male,Living,Marvel
St. George (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Tarene (Skrull) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Terrance Sorenson (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Thaddeus Destine (Earth-616),Secret Identity,Good,Male,Living,Marvel
Toros (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Tral (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Turner (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Ulysses Lugman (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Valentina Allegra de Fontaine (Skrull) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Wishing Man (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Xiong (Earth-616),Secret Identity,Good,Male,Living,Marvel
8-Ball II (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Anton Aubuisson (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Bryan Anderson (Earth-616),Public Identity,Good,Male,Living,Marvel
Buford Hollis (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Charles Graymalkin (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Cloud Runner (Earth-616),Secret Identity,Bad,Male,Living,Marvel
David Green (Earth-616),Secret Identity,Good,Male,Living,Marvel
Devil Dinosaur (Skrull) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dmitri Ivankov (Earth-616),Public Identity,Bad,Male,Living,Marvel
Dorhun (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Fenn-Ra (Earth-616),Public Identity,Good,Female,Living,Marvel
Francis Key (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Freena (Earth-616),Public Identity,Good,Female,Living,Marvel
Freya Shane (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Gog (Deity) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Grasshopper (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Grog (Ape-Man) (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Grondaar (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Guy Dimond (Earth-616),Secret Identity,Good,Male,Living,Marvel
Harrald (Earth-616),Public Identity,Good,Male,Living,Marvel
Helen Cho (Earth-616),Secret Identity,Good,Female,Living,Marvel
Hem-Netjer (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Henrik Weber (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Hijack (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Input (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
James Jackson (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Jenny Keaton (Earth-616),Public Identity,Good,Female,Living,Marvel
Jianjun (Earth-616),Secret Identity,Good,Male,Living,Marvel
John Hancock (Earth-616),Public Identity,Good,Male,Deceased,Marvel
John Skinner (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Josh Atwater (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Julius Dupree (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Korgo (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Kyle Dyne (Earth-616),Secret Identity,Good,Male,Living,Marvel
Lenny Sirkes (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Li Park (Earth-616),Secret Identity,Good,Male,Living,Marvel
Liev-Ra (Earth-616),Public Identity,Good,Female,Living,Marvel
Lobo (Skrull) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Lucas Maats (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
M-1 (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
M-12 (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
M-3 (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
M-5 (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
M-8 (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Major Samson (Earth-616),Public Identity,Good,Male,Living,Marvel
Mary Arnett (Earth-616),No Dual Identity,Bad,Female,Deceased,Marvel
Max Farrell (Earth-616),Public Identity,Bad,Male,Living,Marvel
Michael Watts (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Molyneux (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Most Perfect Hero (Earth-616),Secret Identity,Good,Male,Living,Marvel
Nassis (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Nazi Doctor (Legion Personality) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ninth Immortal (Earth-616),Secret Identity,Good,Male,Living,Marvel
Patrick Rourke (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Philip Cho (Earth-616),Secret Identity,Good,Male,Living,Marvel
Princess of Clouds (Earth-616),Secret Identity,Good,Female,Living,Marvel
Proctidae (Earth-616),Public Identity,Good,Female,Living,Marvel
Quoggoth (Earth-616),No Dual Identity,Bad,Unknown,Living,Marvel
Robert Shaw (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Roger Ramsey (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Salome (Earth-616),Public Identity,Bad,Female,Deceased,Marvel
Scarab (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Skin-Bender (Earth-616),Public Identity,Bad,Female,Living,Marvel
Sky Song (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Tangerine (Earth-616),Secret Identity,Good,Female,Living,Marvel
Tennet (Earth-616),Public Identity,Good,Male,Living,Marvel
Thunderer (Earth-616),Secret Identity,Good,Male,Living,Marvel
Travis Butler (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Ursula (Nazi) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Visage (Earth-616),Secret Identity,Bad,Female,Living,Marvel
William Anthony (Earth-616),Secret Identity,Bad,Male,Living,Marvel
William Beanes (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Winston Manchester (Skrull) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Zyziwc Tiel (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Abu M\u016bs\u0101 J\u0101bir ibn Hayy\u0101n al-Azdi (Earth-616),Secret Identity,Good,Male,Living,Marvel
Achak (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Brank (Earth-616),Public Identity,Bad,Male,Living,Marvel
Chetfield Murray (Earth-616),Secret Identity,Good,Male,Living,Marvel
Chosk-Dynn (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Clovis Maines (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Cody Twain (Earth-616),Secret Identity,Good,Male,Living,Marvel
Cronk (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Cteno (Earth-616),Public Identity,Good,Male,Living,Marvel
Darlene (Earth-616),Public Identity,Bad,Female,Living,Marvel
Declan McGuinness (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dendrok (Earth-616),Public Identity,Good,Male,Living,Marvel
Deputy Charlie (Earth-616),Public Identity,Bad,Male,Living,Marvel
Doctor Satan (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Drowning Shadow (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Elphane (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Eos (Deity) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Hathor (Earth-616),Secret Identity,Good,Female,Living,Marvel
Helene St. Just (Earth-616),Public Identity,Good,Female,Living,Marvel
Huang Qiaolian (Earth-616),Public Identity,Bad,Female,Living,Marvel
Husni (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Imhotep (Earth-616),Public Identity,Good,Male,Living,Marvel
Iron Comrade (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Jason (Siege Character) (Earth-616),Public Identity,Good,Male,Living,Marvel
Jason Halloway (Earth-616),Public Identity,Good,Male,Living,Marvel
Jeffrey Winstone (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Jimmy (Broxton) (Earth-616),Public Identity,Good,Male,Living,Marvel
Joe Karnelli (Earth-616),Public Identity,Bad,Male,Living,Marvel
Karl (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Karl Lykos (Brood Clone) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Koru Kaviti (Earth-616),Public Identity,Bad,Male,Living,Marvel
Krakoa (Brood Clone) (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Kyte (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Leo Zimm (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Liam Cassidy (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Lifecode (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Louise Spalding (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Mayzen (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Mentor (Female) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Mr. Cohuelo (Earth-616),Public Identity,Good,Male,Living,Marvel
Mrs. Cohuelo (Earth-616),Secret Identity,Good,Female,Living,Marvel
Ms. Puck-Man (Earth-616),Secret Identity,Good,Female,Living,Marvel
Nareema (Earth-616),Secret Identity,Good,Female,Living,Marvel
Night Witch (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Orblog (Earth-616),Public Identity,Bad,Male,Living,Marvel
Otto (SS) (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Paulo Munoz (Earth-616),Public Identity,Bad,Male,Living,Marvel
Piedra Dura (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Porphyr (Earth-616),Secret Identity,Good,Male,Living,Marvel
Professor Lawson (Earth-616),Public Identity,Bad,Male,Living,Marvel
Protector (1940s) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Protector-Bot (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Puck-Man (Earth-616),Secret Identity,Good,Male,Living,Marvel
Raankor (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Sheriff Dale (Earth-616),Public Identity,Bad,Male,Living,Marvel
Sleeping Mist (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Strel (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
The Eyeball (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Thela (Earth-616),Public Identity,Bad,Female,Living,Marvel
Thetis (Earth-616),Secret Identity,Good,Female,Living,Marvel
Tito Falcon (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Tod Kaufman (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Virilian (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Woodward Himes (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Alice Terrel (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Archimedes (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Arnim Zola 4.2.3 (Earth-616),Secret Identity,Bad,Male,Living,Marvel
August Hirt (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Backhand (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Big Roy (Earth-616),Public Identity,Bad,Male,Living,Marvel
Bluzia (Earth-616),No Dual Identity,Good,Female,Deceased,Marvel
Brian Cole (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Byrd (Earth-616),Public Identity,Good,Male,Living,Marvel
Byte (Gammadroid) (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Carlos Ayala (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Charlie Stokes (Earth-616),Public Identity,Good,Male,Living,Marvel
David Rickford (Earth-616),Secret Identity,Good,Male,Living,Marvel
Den Vakre (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Doc (Guardsman) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Emmett (Earth-616),Public Identity,Good,Male,Living,Marvel
Emmie Stevens (Earth-616),Public Identity,Good,Female,Living,Marvel
Ferid Ekmecic (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Flare (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Garrity (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Geza (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Gin Goh (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Grain Belt (Earth-616),Secret Identity,Good,Male,Living,Marvel
Hayes (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Indali (Earth-616),Public Identity,Bad,Female,Living,Marvel
Iroxx (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Jakkaru (Earth-616),Public Identity,Bad,Male,Living,Marvel
Jennifer Grimaldi (Earth-616),Public Identity,Good,Female,Living,Marvel
Jennifer Monroe (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Kasim (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Kluh (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kurod Ormaon (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lanie (Earth-616),Secret Identity,Good,Female,Living,Marvel
Laurent (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Legate (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Leo Jacobson (Earth-616),Public Identity,Good,Male,Living,Marvel
Leonard Gary (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Lynn Richards (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Madame (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Madu (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Major Stephenson (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Malcolm Monroe (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Meadowlark (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Orb (Neo) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Pillar (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Pioneer (Earth-616),Secret Identity,Good,Female,Living,Marvel
Poi (Earth-616),Public Identity,Good,Female,Living,Marvel
Quelin (Earth-616),Public Identity,Good,Male,Living,Marvel
Red Webo (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Repulse (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Robert Martin (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Sandra Murphy (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Seer (Serpent) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Shahrazad Rafiee (Earth-616),Public Identity,Good,Female,Living,Marvel
Sin-Eater (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Sinew (Neo) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Singularity (Neo) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Siri Ullall (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Stare (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Steve (Teenage Hero) (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Sunflower (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Suzume (Earth-616),Public Identity,Good,Female,Living,Marvel
Teller (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Terrence (Earth-616),Public Identity,Good,Male,Living,Marvel
Thrann (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Tiki (Earth-616),Public Identity,Good,Male,Living,Marvel
Topeka (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Transisto-Mech (Earth-616),Public Identity,Good,Unknown,Living,Marvel
Two-ton (Earth-616),Secret Identity,Good,Male,Living,Marvel
Vorster (Earth-616),Public Identity,Bad,Male,Living,Marvel
William Boddicker (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Wongus (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Wyatt McDonald (Zombie Clone) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Zel Credo (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Adriana Soria (Princess) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Alpha Achromic (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Atticus Trask (Earth-TRN361),No Dual Identity,Bad,Male,Living,Marvel
Flashfire (Hatchitech) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Gur (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Innsbruck the Planner (Earth-616),Public Identity,Bad,Male,Living,Marvel
Insignia (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Madelyne Pryor (Clone) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Mints (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Phoenix (Hatchitech) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Pit Bull (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ripcorde (Hatchitech) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Rotary (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Striker (Hatchitech) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Vunderknight (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Wanxia (Earth-616),Secret Identity,Good,Female,Living,Marvel
Wolverine (Hatchitech) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Zaoxing (Earth-616),Secret Identity,Good,Male,Living,Marvel
Andras Bertesy (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Anthony Miller (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Boxx (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Colin Forty-Four (Earth-616),Public Identity,Bad,Male,Living,Marvel
Colin Thirty-Three (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Death (11th Century) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Famine (11th Century) (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Green Skull (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Juan Carlos Valencia (Earth-616),Public Identity,Bad,Male,Living,Marvel
Mister Moctezuma (Earth-616),Public Identity,Bad,Male,Living,Marvel
Mr. Kane (Earth-616),Public Identity,Good,Male,Living,Marvel
Natalie Turner (Earth-616),Public Identity,Good,Female,Living,Marvel
Pestilence (11th Century) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Peter Brown (Earth-616),No Dual Identity,Good,Male,Living,Marvel
War (11th Century) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Arcturus (Angel) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Axe (Valkyries) (Earth-616),Secret Identity,Good,Female,Living,Marvel
Azoth (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Billy Vanderlyn (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Black Metal (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Carlos McNally (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Chakel (Earth-616),Public Identity,Good,Unknown,Living,Marvel
